ID,Category,Occupation
PA06916,Type13,"Legislators, Senior Officials & Managers"
PA06917,Type7,Economically Inactive
PA06918,Type12,Economically Inactive
PA06919,Type12,Service and Sales Workers
PA06920,Type13,Economically Inactive
PA06921,Type15,Economically Inactive
PA06922,Type12,Service and Sales Workers
PA06923,Type12,Clerical Support Workers
PA06923,Type11,Clerical Support Workers
PA06924,Type12,Economically Inactive
PA06924,Type15,Economically Inactive
PA06925,Type12,"Legislators, Senior Officials & Managers"
PA06926,Type11,"Legislators, Senior Officials & Managers"
PA06927,Type13,"Legislators, Senior Officials & Managers"
PA06928,Type6,"Legislators, Senior Officials & Managers"
PA06929,Type3,Service and Sales Workers
PA06930,Type15,Economically Inactive
PA06931,Type12,Economically Inactive
PA06932,Type2,Professionals
PA06933,Type3,Others
PA06934,Type12,Economically Inactive
PA06935,Type3,Professionals
PA06936,Type15,"Legislators, Senior Officials & Managers"
PA06937,Type10,"Legislators, Senior Officials & Managers"
PA06937,Type6,"Legislators, Senior Officials & Managers"
PA06938,Type12,Craftsmen and Related Trades Workers
PA06939,Type12,Service and Sales Workers
PA06940,Type3,Associate Professionals and Technicians
PA06940,Type6,Associate Professionals and Technicians
PA06940,Type13,Associate Professionals and Technicians
PA06941,Type15,Economically Inactive
PA06942,Type15,Associate Professionals and Technicians
PA06942,Type6,Associate Professionals and Technicians
PA06943,Type11,Economically Inactive
PA06944,Type6,"Legislators, Senior Officials & Managers"
PA06945,Type12,Associate Professionals and Technicians
PA06946,Type13,"Legislators, Senior Officials & Managers"
PA06947,Type9,Economically Inactive
PA06948,Type15,Clerical Support Workers
PA06949,Type3,"Legislators, Senior Officials & Managers"
PA06949,Type6,"Legislators, Senior Officials & Managers"
PA06950,Type9,Service and Sales Workers
PA06951,Type11,Economically Inactive
PA06952,Type3,"Legislators, Senior Officials & Managers"
PA06953,Type6,Service and Sales Workers
PA06953,Type3,Service and Sales Workers
PA06954,Type6,Economically Inactive
PA06955,Type15,Economically Inactive
PA06956,Type13,"Legislators, Senior Officials & Managers"
PA06957,Type3,Service and Sales Workers
PA06958,Type10,"Legislators, Senior Officials & Managers"
PA06959,Type12,Associate Professionals and Technicians
PA06960,Type12,Service and Sales Workers
PA06961,Type12,Clerical Support Workers
PA06962,Type2,"Legislators, Senior Officials & Managers"
PA06962,Type3,"Legislators, Senior Officials & Managers"
PA06963,Type5,Economically Inactive
PA06963,Type12,Economically Inactive
PA06964,Type5,Economically Inactive
PA06964,Type13,Economically Inactive
PA06965,Type3,Clerical Support Workers
PA06966,Type11,"Legislators, Senior Officials & Managers"
PA06967,Type12,Economically Inactive
PA06968,Type12,"Legislators, Senior Officials & Managers"
PA06969,Type5,Associate Professionals and Technicians
PA06970,Type12,Associate Professionals and Technicians
PA06971,Type7,Service and Sales Workers
PA06972,Type3,"Legislators, Senior Officials & Managers"
PA06973,Type13,Economically Inactive
PA06974,Type11,Economically Inactive
PA06975,Type13,Economically Inactive
PA06976,Type15,Associate Professionals and Technicians
PA06977,Type11,Economically Inactive
PA06978,Type12,Service and Sales Workers
PA06979,Type10,Associate Professionals and Technicians
PA06980,Type12,Economically Inactive
PA06981,Type5,Service and Sales Workers
PA06982,Type3,Craftsmen and Related Trades Workers
PA06983,Type12,Economically Inactive
PA06984,Type12,Economically Inactive
PA06985,Type13,"Legislators, Senior Officials & Managers"
PA06986,Type11,Economically Inactive
PA06987,Type12,Service and Sales Workers
PA06988,Type12,Professionals
PA06989,Type10,Economically Inactive
PA06990,Type6,Others
PA06991,Type12,"Legislators, Senior Officials & Managers"
PA06992,Type15,Economically Inactive
PA06993,Type1,"Cleaners, Labourers and Related Workers"
PA06993,Type6,"Cleaners, Labourers and Related Workers"
PA06993,Type12,"Cleaners, Labourers and Related Workers"
PA06994,Type6,Associate Professionals and Technicians
PA06995,Type13,Plant & Machine Operators & Assemblers
PA06996,Type13,Clerical Support Workers
PA06997,Type7,Associate Professionals and Technicians
PA06998,Type11,Economically Inactive
PA06999,Type5,Economically Inactive
PA07000,Type12,Economically Inactive
PA07001,Type12,Economically Inactive
PA07002,Type12,Clerical Support Workers
PA07003,Type15,Economically Inactive
PA07004,Type12,Associate Professionals and Technicians
PA07004,Type8,Associate Professionals and Technicians
PA07005,Type12,Service and Sales Workers
PA07006,Type13,Economically Inactive
PA07007,Type10,"Legislators, Senior Officials & Managers"
PA07008,Type12,Clerical Support Workers
PA07009,Type10,Economically Inactive
PA07010,Type10,"Legislators, Senior Officials & Managers"
PA07011,Type8,Economically Inactive
PA07012,Type8,Professionals
PA07012,Type12,Professionals
PA07013,Type12,"Legislators, Senior Officials & Managers"
PA07014,Type8,"Legislators, Senior Officials & Managers"
PA07015,Type8,"Legislators, Senior Officials & Managers"
PA07016,Type12,Economically Inactive
PA07017,Type9,Economically Inactive
PA07017,Type12,Economically Inactive
PA07018,Type5,Economically Inactive
PA07019,Type8,Clerical Support Workers
PA07020,Type7,Associate Professionals and Technicians
PA07021,Type12,Service and Sales Workers
PA07021,Type2,Service and Sales Workers
PA07022,Type10,Economically Inactive
PA07023,Type2,Associate Professionals and Technicians
PA07024,Type12,Economically Inactive
PA07025,Type8,Economically Inactive
PA07026,Type9,Economically Inactive
PA07026,Type12,Economically Inactive
PA07027,Type15,Economically Inactive
PA07028,Type5,"Legislators, Senior Officials & Managers"
PA07028,Type3,"Legislators, Senior Officials & Managers"
PA07028,Type13,"Legislators, Senior Officials & Managers"
PA07029,Type11,Associate Professionals and Technicians
PA07030,Type12,"Legislators, Senior Officials & Managers"
PA07030,Type9,"Legislators, Senior Officials & Managers"
PA07031,Type12,Economically Inactive
PA07031,Type15,Economically Inactive
PA07032,Type12,Economically Inactive
PA07033,Type7,Economically Inactive
PA07034,Type15,Associate Professionals and Technicians
PA07035,Type9,Service and Sales Workers
PA07036,Type9,Economically Inactive
PA07037,Type5,Craftsmen and Related Trades Workers
PA07037,Type12,Craftsmen and Related Trades Workers
PA07038,Type9,Clerical Support Workers
PA07039,Type10,"Legislators, Senior Officials & Managers"
PA07040,Type12,Professionals
PA07040,Type11,Professionals
PA07041,Type12,Plant & Machine Operators & Assemblers
PA07041,Type3,Plant & Machine Operators & Assemblers
PA07042,Type12,Service and Sales Workers
PA07043,Type8,Professionals
PA07044,Type12,Economically Inactive
PA07045,Type12,"Legislators, Senior Officials & Managers"
PA07046,Type3,"Legislators, Senior Officials & Managers"
PA07046,Type10,"Legislators, Senior Officials & Managers"
PA07047,Type15,Economically Inactive
PA07048,Type15,Economically Inactive
PA07049,Type9,Economically Inactive
PA07050,Type12,Economically Inactive
PA07051,Type11,Economically Inactive
PA07051,Type13,Economically Inactive
PA07052,Type11,Economically Inactive
PA07053,Type3,Service and Sales Workers
PA07054,Type12,Economically Inactive
PA07054,Type3,Economically Inactive
PA07055,Type3,Economically Inactive
PA07056,Type3,Service and Sales Workers
PA07057,Type12,Service and Sales Workers
PA07058,Type11,Economically Inactive
PA07059,Type3,Economically Inactive
PA07060,Type12,Economically Inactive
PA07060,Type11,Economically Inactive
PA07061,Type5,"Legislators, Senior Officials & Managers"
PA07061,Type3,"Legislators, Senior Officials & Managers"
PA07062,Type8,Associate Professionals and Technicians
PA07063,Type5,"Legislators, Senior Officials & Managers"
PA07064,Type9,Economically Inactive
PA07065,Type13,Economically Inactive
PA07066,Type12,Economically Inactive
PA07067,Type3,Associate Professionals and Technicians
PA07067,Type12,Associate Professionals and Technicians
PA07067,Type11,Associate Professionals and Technicians
PA07068,Type6,Service and Sales Workers
PA07069,Type7,Economically Inactive
PA07070,Type12,Professionals
PA07071,Type6,Professionals
PA07072,Type12,Associate Professionals and Technicians
PA07073,Type10,Associate Professionals and Technicians
PA07074,Type8,Associate Professionals and Technicians
PA07074,Type12,Associate Professionals and Technicians
PA07075,Type10,Service and Sales Workers
PA07076,Type12,Service and Sales Workers
PA07077,Type15,Associate Professionals and Technicians
PA07078,Type15,Associate Professionals and Technicians
PA07079,Type13,Economically Inactive
PA07080,Type12,Economically Inactive
PA07081,Type15,Service and Sales Workers
PA07082,Type6,Clerical Support Workers
PA07082,Type12,Clerical Support Workers
PA07083,Type12,Economically Inactive
PA07084,Type7,Economically Inactive
PA07085,Type10,"Legislators, Senior Officials & Managers"
PA07086,Type3,Economically Inactive
PA07087,Type15,Service and Sales Workers
PA07087,Type13,Service and Sales Workers
PA07088,Type1,"Legislators, Senior Officials & Managers"
PA07089,Type12,Others
PA07089,Type11,Others
PA07090,Type2,Service and Sales Workers
PA07090,Type12,Service and Sales Workers
PA07091,Type3,Clerical Support Workers
PA07091,Type12,Clerical Support Workers
PA07092,Type15,Service and Sales Workers
PA07093,Type9,Clerical Support Workers
PA07094,Type1,Service and Sales Workers
PA07095,Type9,Economically Inactive
PA07095,Type13,Economically Inactive
PA07096,Type9,Associate Professionals and Technicians
PA07097,Type2,"Legislators, Senior Officials & Managers"
PA07098,Type10,Economically Inactive
PA07099,Type8,"Legislators, Senior Officials & Managers"
PA07100,Type11,"Legislators, Senior Officials & Managers"
PA07101,Type5,Associate Professionals and Technicians
PA07102,Type3,"Legislators, Senior Officials & Managers"
PA07102,Type12,"Legislators, Senior Officials & Managers"
PA07103,Type9,Economically Inactive
PA07103,Type15,Economically Inactive
PA07104,Type15,Professionals
PA07105,Type12,Associate Professionals and Technicians
PA07106,Type7,"Cleaners, Labourers and Related Workers"
PA07107,Type9,Service and Sales Workers
PA07108,Type12,Professionals
PA07109,Type9,Associate Professionals and Technicians
PA07109,Type12,Associate Professionals and Technicians
PA07109,Type11,Associate Professionals and Technicians
PA07110,Type5,Associate Professionals and Technicians
PA07110,Type9,Associate Professionals and Technicians
PA07111,Type3,Economically Inactive
PA07112,Type15,"Legislators, Senior Officials & Managers"
PA07112,Type12,"Legislators, Senior Officials & Managers"
PA07113,Type10,Economically Inactive
PA07114,Type12,Service and Sales Workers
PA07115,Type2,"Legislators, Senior Officials & Managers"
PA07116,Type9,Service and Sales Workers
PA07117,Type10,Professionals
PA07118,Type6,Service and Sales Workers
PA07119,Type2,"Legislators, Senior Officials & Managers"
PA07120,Type13,Economically Inactive
PA07121,Type10,Economically Inactive
PA07122,Type5,Plant & Machine Operators & Assemblers
PA07122,Type12,Plant & Machine Operators & Assemblers
PA07123,Type12,Clerical Support Workers
PA07124,Type3,Clerical Support Workers
PA07125,Type13,Associate Professionals and Technicians
PA07126,Type8,Professionals
PA07127,Type10,Economically Inactive
PA07128,Type7,Economically Inactive
PA07129,Type6,Economically Inactive
PA07129,Type12,Economically Inactive
PA07129,Type9,Economically Inactive
PA07130,Type12,Economically Inactive
PA07131,Type11,Economically Inactive
PA07132,Type12,Service and Sales Workers
PA07133,Type7,Service and Sales Workers
PA07134,Type2,"Legislators, Senior Officials & Managers"
PA07134,Type3,"Legislators, Senior Officials & Managers"
PA07135,Type5,"Legislators, Senior Officials & Managers"
PA07136,Type11,"Legislators, Senior Officials & Managers"
PA07137,Type12,Clerical Support Workers
PA07138,Type12,Associate Professionals and Technicians
PA07139,Type1,"Legislators, Senior Officials & Managers"
PA07140,Type3,Economically Inactive
PA07141,Type12,Economically Inactive
PA07142,Type2,"Legislators, Senior Officials & Managers"
PA07143,Type7,"Legislators, Senior Officials & Managers"
PA07144,Type12,Clerical Support Workers
PA07145,Type4,Associate Professionals and Technicians
PA07146,Type7,Service and Sales Workers
PA07147,Type10,"Legislators, Senior Officials & Managers"
PA07148,Type12,Associate Professionals and Technicians
PA07149,Type12,Economically Inactive
PA07150,Type15,"Legislators, Senior Officials & Managers"
PA07151,Type12,Economically Inactive
PA07152,Type12,Associate Professionals and Technicians
PA07153,Type9,Associate Professionals and Technicians
PA07154,Type12,"Legislators, Senior Officials & Managers"
PA07155,Type15,Economically Inactive
PA07155,Type11,Economically Inactive
PA07156,Type3,Economically Inactive
PA07157,Type3,"Legislators, Senior Officials & Managers"
PA07158,Type12,Economically Inactive
PA07159,Type15,Associate Professionals and Technicians
PA07160,Type10,Others
PA07161,Type12,Associate Professionals and Technicians
PA07161,Type11,Associate Professionals and Technicians
PA07162,Type12,Economically Inactive
PA07163,Type3,Economically Inactive
PA07164,Type5,"Legislators, Senior Officials & Managers"
PA07165,Type9,Clerical Support Workers
PA07165,Type3,Clerical Support Workers
PA07165,Type12,Clerical Support Workers
PA07166,Type13,Economically Inactive
PA07166,Type15,Economically Inactive
PA07167,Type2,"Legislators, Senior Officials & Managers"
PA07168,Type12,Economically Inactive
PA07169,Type3,Clerical Support Workers
PA07170,Type12,Economically Inactive
PA07171,Type1,"Legislators, Senior Officials & Managers"
PA07172,Type1,Service and Sales Workers
PA07173,Type5,Economically Inactive
PA07174,Type10,"Legislators, Senior Officials & Managers"
PA07175,Type6,"Legislators, Senior Officials & Managers"
PA07176,Type11,Associate Professionals and Technicians
PA07177,Type12,Service and Sales Workers
PA07178,Type3,Clerical Support Workers
PA07179,Type15,Service and Sales Workers
PA07180,Type10,"Legislators, Senior Officials & Managers"
PA07181,Type12,Economically Inactive
PA07182,Type12,"Legislators, Senior Officials & Managers"
PA07183,Type12,Clerical Support Workers
PA07183,Type11,Clerical Support Workers
PA07184,Type15,Economically Inactive
PA07185,Type9,Service and Sales Workers
PA07185,Type12,Service and Sales Workers
PA07186,Type12,"Legislators, Senior Officials & Managers"
PA07187,Type8,Clerical Support Workers
PA07187,Type6,Clerical Support Workers
PA07188,Type13,"Legislators, Senior Officials & Managers"
PA07189,Type5,"Legislators, Senior Officials & Managers"
PA07190,Type3,"Legislators, Senior Officials & Managers"
PA07190,Type6,"Legislators, Senior Officials & Managers"
PA07190,Type12,"Legislators, Senior Officials & Managers"
PA07191,Type3,Professionals
PA07192,Type13,Economically Inactive
